Path,label
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (59).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (61).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (14).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (62).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (60).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (66).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (15).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (67).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (64).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (63).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (16).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (68).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (65).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (71).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (70).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (69).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (18).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (17).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (75).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (73).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (76).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (19).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (74).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (72).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (2).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (25).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (24).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (26).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (20).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (29).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (27).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (28).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (3).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (35).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (32).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (31).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (34).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (30).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (33).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (5).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (4).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (36).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (37).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (38).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (6).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (43).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (8).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (7).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (40).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (39).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (42).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (41).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (45).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (9).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (44).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (47).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/0_7_Taj_Dal_T (46).wav,dal
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (1).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (26).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (25).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (24).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (11).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (52).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (10).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (54).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (53).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (51).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (55).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (12).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (56).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (58).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (59).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (57).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (62).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (61).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (14).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (13).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (60).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (63).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (65).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (68).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (67).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (64).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (15).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (66).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (70).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (73).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (16).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (71).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (69).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (17).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (74).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (72).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (76).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (77).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (75).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (18).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (80).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (78).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (19).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (79).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (27).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (22).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (20).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (29).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (2).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (28).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (21).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (32).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (31).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (23).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (3).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (30).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (34).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (33).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (36).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (35).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (4).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (5).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (39).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (37).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (40).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (38).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (41).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (6).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (46).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (7).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (45).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (43).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (8).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (42).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (47).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (9).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (50).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (49).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_1_Taj_Seen_T (48).wav,seen
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (1).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (21).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (10).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (49).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (22).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (23).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (48).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (50).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (11).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (53).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (51).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (52).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (12).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (59).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (13).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (54).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (57).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (56).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (58).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (55).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (60).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (14).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (61).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (62).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (66).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (15).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (64).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (63).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (16).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (67).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (65).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (68).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (71).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (69).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (17).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (18).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (70).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (77).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (73).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (72).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (74).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (75).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (19).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (76).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (78).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (24).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (25).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (20).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (26).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (2).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (79).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (27).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (3).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (80).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (28).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (29).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (5).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (30).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (4).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (31).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (32).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (37).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (38).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (36).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (6).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (42).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (41).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (7).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (8).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (39).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (40).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (9).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (46).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (45).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (47).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (43).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_5_Taj_Tua_T (44).wav,tua
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Taj_Ghain_T (23).wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Taj_Ghain_T (22).wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Taj_Ghain_T (1).wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Taj_Ghain_T (10).wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Taj_Ghain_T (49).wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Taj_Ghain_T (48).wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Taj_Ghain_T (21).wav,ghain
/content/drive/MyDrive/Product_Capstone_Materials/Alphabet Classification (Multi-Class)/1_8_Taj_Ghain_T (53).wav,ghain
